Survived,Sex,Age,SibSp,Parch,Fare,AgeBand,Embarked_filled,CabinKnown,Age_imputed,Age_cap,Fare_cap,Fare_log1p,FamilySize,IsAlone,Sex_bin,Pclass_2,Pclass_3,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Age_cap_z,Fare_cap_z,Fare_log1p_z,SibSp_z,Parch_z,FamilySize_z
1,female,38.0,1,5,31.3875,30-44,S,0,38.0,38.0,31.3875,3.4777725458882283,7,0,1,False,True,False,True,False,False,True,False,0.7155994876151472,0.35860482934120075,0.5322916934007406,0.4327933656785018,5.73284383018578,3.1598334123861687
0,male,,0,0,7.225,,C,0,25.0,25.0,7.225,2.1071782966514356,1,1,0,False,True,False,False,False,True,False,False,-0.30599503231887076,-0.8217737386200644,-0.8828741679067217,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,19.0,3,2,263.0,18-29,S,1,19.0,19.0,65.6344,5.575949103146316,6,0,0,False,False,False,True,False,True,False,False,-0.7775001953653405,2.0316232164746784,2.6987007794454887,2.2474704895351842,2.0089333664952354,2.5396987052416584
1,female,,0,0,7.8792,,Q,0,21.5,21.5,7.8792,2.1837114628556327,1,1,1,False,True,True,False,True,False,False,False,-0.5810397107626448,-0.789814973626365,-0.8038521494426432,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,,0,0,7.8958,,S,0,25.0,25.0,7.8958,2.1855792552411137,1,1,0,False,True,False,True,False,True,False,False,-0.30599503231887076,-0.7890040358414437,-0.8019236166026618,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,40.0,0,0,27.7208,30-44,C,0,40.0,40.0,27.7208,3.357621598945279,1,1,0,False,False,False,False,False,False,False,True,0.8727678752973038,0.1794803970538311,0.4082334475616762,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,,1,0,146.5208,,C,1,35.0,35.0,65.6344,4.993969182787072,2,0,1,False,False,False,False,False,False,True,False,0.4798469060919123,2.0316232164746784,2.097794920021772,0.4327933656785018,-0.4736736092984604,0.059159876663617626
1,female,,0,0,7.75,,Q,0,21.5,21.5,7.75,2.169053700369523,1,1,1,False,True,True,False,True,False,False,False,-0.5810397107626448,-0.7961266098800885,-0.8189865811572414,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,66.0,0,0,10.5,60+,S,0,66.0,57.75,10.5,2.4423470353692043,1,1,0,True,False,False,True,False,True,False,False,2.267637315976444,-0.661784506956406,-0.5368057694182641,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,28.0,1,0,82.1708,18-29,C,0,28.0,28.0,65.6344,4.420896324687287,2,0,0,False,False,False,False,False,True,False,False,-0.07024245079563585,2.0316232164746784,1.5060857797883969,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,male,42.0,1,0,52.0,30-44,S,0,42.0,42.0,52.0,3.970291913552122,2,0,0,False,False,False,True,False,True,False,False,1.0299362629794604,1.3655599553464393,1.0408277503255374,0.4327933656785018,-0.4736736092984604,0.059159876663617626
1,male,,0,0,7.2292,,C,0,25.0,25.0,7.2292,2.1076888046179385,1,1,0,False,True,False,False,False,True,False,False,-0.30599503231887076,-0.8215685615901446,-0.8823470582632056,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,21.0,0,0,8.05,18-29,S,0,21.0,21.0,8.05,2.2027647577118348,1,1,0,False,True,False,True,False,True,False,False,-0.620331807683184,-0.7814711077429595,-0.7841792430073967,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,female,18.0,2,0,18.0,18-29,S,0,18.0,18.0,18.0,2.9444389791664403,3,0,1,False,True,False,True,True,False,False,False,-0.8560843892064189,-0.29539695352818096,-0.01838583697289204,1.340131927606843,-0.4736736092984604,0.6792945838081278
1,female,14.0,1,0,11.2417,10-17,C,0,14.0,14.0,11.2417,2.5048481563289,2,0,1,False,True,False,False,True,False,False,False,-1.170421164570732,-0.6255512205060441,-0.47227211715402734,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,female,40.0,1,0,9.475,30-44,S,0,40.0,40.0,9.475,2.348991465808201,2,0,1,False,True,False,True,False,False,True,False,0.8727678752973038,-0.7118574725915968,-0.6331972544104215,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,female,27.0,1,0,21.0,18-29,S,0,27.0,27.0,21.0,3.091042453358316,2,0,1,True,False,False,True,False,False,True,False,-0.14882664463671416,-0.14884193215689093,0.1329851701219792,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,male,,0,0,7.8958,,C,0,25.0,25.0,7.8958,2.1855792552411137,1,1,0,False,True,False,False,False,True,False,False,-0.30599503231887076,-0.7890040358414437,-0.8019236166026618,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,3.0,1,2,41.5792,0-9,C,0,3.0,3.0,41.5792,3.7513658711253766,4,0,1,True,False,False,False,True,False,False,False,-2.0348472968225937,0.8564864331111263,0.8147822510349934,0.4327933656785018,2.0089333664952354,1.299429290952638
1,female,19.0,0,0,7.8792,18-29,Q,0,19.0,19.0,7.8792,2.1837114628556327,1,1,1,False,True,True,False,True,False,False,False,-0.7775001953653405,-0.789814973626365,-0.8038521494426432,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,,0,0,8.05,,S,0,25.0,25.0,8.05,2.2027647577118348,1,1,0,False,True,False,True,False,True,False,False,-0.30599503231887076,-0.7814711077429595,-0.7841792430073967,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,,1,0,15.5,,Q,0,25.0,25.0,15.5,2.803360380906535,2,0,0,False,True,True,False,False,True,False,False,-0.30599503231887076,-0.417526138004256,-0.16405229962564447,0.4327933656785018,-0.4736736092984604,0.059159876663617626
1,female,,0,0,7.75,,Q,0,21.5,21.5,7.75,2.169053700369523,1,1,1,False,True,True,False,True,False,False,False,-0.5810397107626448,-0.7961266098800885,-0.8189865811572414,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,,2,0,21.6792,,C,0,25.0,25.0,21.6792,3.1214482048688246,3,0,0,False,True,False,False,False,True,False,False,-0.30599503231887076,-0.1156618753184308,0.16437971416667366,1.340131927606843,-0.4736736092984604,0.6792945838081278
0,female,18.0,1,0,17.8,18-29,S,0,18.0,18.0,17.8,2.9338568698359038,2,0,1,False,True,False,True,False,False,True,False,-0.8560843892064189,-0.30516728828626694,-0.029312075627065143,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,male,7.0,4,1,39.6875,0-9,S,0,7.0,7.0,39.6875,3.705920919968788,6,0,0,False,True,False,True,False,False,False,False,-1.7205105214582803,0.7640737218017698,0.7678594338107121,3.1548090514635256,0.7676298785983874,2.5396987052416584
0,male,21.0,0,0,7.8,18-29,S,0,21.0,21.0,7.8,2.174751721484161,1,1,0,False,True,False,True,False,True,False,False,-0.620331807683184,-0.793684026190567,-0.8131032608653792,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,49.0,1,0,76.7292,45-59,C,1,49.0,49.0,65.6344,4.353230991152628,2,0,1,False,False,False,False,False,False,True,False,1.5800256198670086,2.0316232164746784,1.4362199751817062,0.4327933656785018,-0.4736736092984604,0.059159876663617626
1,female,29.0,1,0,26.0,18-29,S,0,29.0,29.0,26.0,3.295836866004329,2,0,1,True,False,False,True,False,False,True,False,0.008341743045442463,0.0954164367952591,0.3444394801955362,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,male,65.0,0,1,61.9792,60+,C,1,65.0,57.75,61.9792,4.142804513146981,2,0,0,False,False,False,False,False,True,False,False,2.267637315976444,1.8530605784358982,1.2189504454470093,-0.47454519624983954,0.7676298785983874,0.059159876663617626
1,male,,0,0,35.5,,S,1,40.0,40.0,35.5,3.597312260588446,1,1,0,False,False,False,True,False,True,False,False,0.8727678752973038,0.5595073378043441,0.6557188297748954,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,21.0,0,0,10.5,18-29,S,0,21.0,21.0,10.5,2.4423470353692043,1,1,1,True,False,False,True,True,False,False,False,-0.620331807683184,-0.661784506956406,-0.5368057694182641,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,28.5,0,0,7.2292,18-29,C,0,28.5,28.5,7.2292,2.1076888046179385,1,1,0,False,True,False,False,False,True,False,False,-0.03095035387509669,-0.8215685615901446,-0.8823470582632056,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,5.0,1,2,27.75,0-9,S,0,5.0,5.0,27.75,3.3586377672433594,4,0,1,True,False,False,True,True,False,False,False,-1.877678909140437,0.18090686592851163,0.40928266156909443,0.4327933656785018,2.0089333664952354,1.299429290952638
0,male,11.0,5,2,46.9,10-17,S,0,11.0,11.0,46.9,3.8691155044168695,8,0,0,False,True,False,True,False,False,False,False,-1.406173746093967,1.1164164190152461,0.936361092700485,4.0621476133918675,2.0089333664952354,3.779968119530679
0,male,22.0,0,0,7.2292,18-29,C,0,22.0,22.0,7.2292,2.1076888046179385,1,1,0,False,True,False,False,False,True,False,False,-0.5417476138421057,-0.8215685615901446,-0.8823470582632056,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,38.0,0,0,80.0,30-44,S,1,38.0,38.0,65.6344,4.394449154672439,1,1,1,False,False,False,True,True,False,False,False,0.7155994876151472,2.0316232164746784,1.4787785499834798,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,45.0,1,0,83.475,45-59,S,1,45.0,45.0,65.6344,4.436455632600354,2,0,0,False,False,False,True,False,True,False,False,1.2656888445026953,2.0316232164746784,1.5221510751129648,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,male,4.0,3,2,27.9,0-9,S,0,4.0,4.0,27.9,3.3638415951183864,6,0,0,False,True,False,True,False,False,False,False,-1.9562631029815152,0.18823461699707605,0.4146557174979072,2.2474704895351842,2.0089333664952354,2.5396987052416584
0,male,,0,0,27.7208,,C,0,40.0,40.0,27.7208,3.357621598945279,1,1,0,False,False,False,False,False,True,False,False,0.8727678752973038,0.1794803970538311,0.4082334475616762,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,male,,1,1,15.2458,,C,0,25.0,25.0,15.2458,2.7878344138303452,3,0,0,False,True,False,False,False,False,False,False,-0.30599503231887076,-0.42994423348178334,-0.1800831698720664,0.4327933656785018,0.7676298785983874,0.6792945838081278
1,female,29.0,0,0,10.5,18-29,S,1,29.0,29.0,10.5,2.4423470353692043,1,1,1,True,False,False,True,False,False,True,False,0.008341743045442463,-0.661784506956406,-0.5368057694182641,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,19.0,0,0,8.1583,18-29,S,0,19.0,19.0,8.1583,2.2146605719425225,1,1,0,False,True,False,True,False,True,False,False,-0.7775001953653405,-0.776180471471456,-0.7718965778779472,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,17.0,4,2,7.925,10-17,S,0,17.0,17.0,7.925,2.188856327665703,7,0,1,False,True,False,True,True,False,False,False,-0.9346685830474972,-0.7875775669667633,-0.798539974052802,3.1548090514635256,2.0089333664952354,3.1598334123861687
0,male,26.0,2,0,8.6625,18-29,S,0,26.0,26.0,8.6625,2.2682524139135403,3,0,0,False,True,False,True,False,True,False,False,-0.22741083847779245,-0.7515494575463212,-0.7165619336211217,1.340131927606843,-0.4736736092984604,0.6792945838081278
0,male,32.0,0,0,10.5,30-44,S,0,32.0,32.0,10.5,2.4423470353692043,1,1,0,True,False,False,True,False,True,False,False,0.24409432456867738,-0.661784506956406,-0.5368057694182641,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,female,16.0,5,2,46.9,10-17,S,0,16.0,16.0,46.9,3.8691155044168695,8,0,1,False,True,False,True,True,False,False,False,-1.0132527768885755,1.1164164190152461,0.936361092700485,4.0621476133918675,2.0089333664952354,3.779968119530679
0,male,21.0,0,0,73.5,18-29,S,0,21.0,21.0,65.6344,4.310799125385514,1,1,0,True,False,False,True,False,True,False,False,-0.620331807683184,2.0316232164746784,1.3924082286355355,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,26.0,1,0,14.4542,18-29,C,0,26.0,26.0,14.4542,2.737880811060884,2,0,0,False,True,False,False,False,True,False,False,-0.22741083847779245,-0.46861521845428766,-0.23166125968823223,0.4327933656785018,-0.4736736092984604,0.059159876663617626
1,male,32.0,0,0,56.4958,30-44,S,0,32.0,32.0,56.4958,4.05171190165724,1,1,0,False,True,False,True,False,True,False,False,0.24409432456867738,1.5851873103734548,1.1248955097361604,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,25.0,0,0,7.65,18-29,S,1,25.0,25.0,7.65,2.157559320943788,1,1,0,False,True,False,True,False,True,False,False,-0.30599503231887076,-0.8010117772591314,-0.830854756854953,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,,0,0,7.8958,,S,0,25.0,25.0,7.8958,2.1855792552411137,1,1,0,False,True,False,True,False,True,False,False,-0.30599503231887076,-0.7890040358414437,-0.8019236166026618,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,,0,0,8.05,,S,0,25.0,25.0,8.05,2.2027647577118348,1,1,0,False,True,False,True,False,True,False,False,-0.30599503231887076,-0.7814711077429595,-0.7841792430073967,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,male,0.83,0,2,29.0,0-9,S,0,0.83,0.83,29.0,3.4011973816621555,3,0,0,True,False,False,True,False,False,False,False,-2.2053749974577337,0.24197145816654914,0.4532263111425748,-0.47454519624983954,2.0089333664952354,0.6792945838081278
1,female,30.0,0,0,12.475,30-44,S,0,30.0,30.0,12.475,2.600836116795061,1,1,1,False,True,False,True,True,False,False,False,0.08692593688652077,-0.5653024512203068,-0.37316263612134226,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,22.0,0,0,9.0,18-29,S,0,22.0,22.0,9.0,2.302585092994046,1,1,0,False,True,False,True,False,True,False,False,-0.5417476138421057,-0.735062017642051,-0.6811127586453682,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,male,29.0,0,0,9.5,18-29,S,0,29.0,29.0,9.5,2.3513752571634776,1,1,0,False,True,False,True,False,True,False,False,0.008341743045442463,-0.710636180746836,-0.6307359423566569,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,,0,0,7.7875,,Q,0,21.5,21.5,7.7875,2.1733302571367834,1,1,1,False,True,True,False,True,False,False,False,-0.5810397107626448,-0.7942946721129476,-0.8145709511162281,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,28.0,0,0,47.1,18-29,S,0,28.0,28.0,47.1,3.8732821771117156,1,1,0,False,False,False,True,False,True,False,False,-0.07024245079563585,1.1261867537733323,0.940663265248102,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,17.0,0,0,10.5,10-17,S,0,17.0,17.0,10.5,2.4423470353692043,1,1,1,True,False,False,True,True,False,False,False,-0.9346685830474972,-0.661784506956406,-0.5368057694182641,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,33.0,3,0,15.85,30-44,S,0,33.0,33.0,15.85,2.8243506567983707,4,0,1,False,True,False,True,False,False,True,False,0.3226785184097557,-0.4004280521776055,-0.1423794216910609,2.2474704895351842,-0.4736736092984604,1.299429290952638
0,male,16.0,1,3,34.375,10-17,S,0,16.0,16.0,34.375,3.5660053559634015,5,0,0,False,True,False,True,False,True,False,False,-1.0132527768885755,0.5045492047901105,0.6233938271906204,0.4327933656785018,3.250236854392083,1.9195639980971482
0,male,,0,0,8.05,,S,0,25.0,25.0,8.05,2.2027647577118348,1,1,0,False,True,False,True,False,True,False,False,-0.30599503231887076,-0.7814711077429595,-0.7841792430073967,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,23.0,3,2,263.0,18-29,S,1,23.0,23.0,65.6344,5.575949103146316,6,0,1,False,False,False,True,True,False,False,False,-0.4631634200010274,2.0316232164746784,2.6987007794454887,2.2474704895351842,2.0089333664952354,2.5396987052416584
0,male,24.0,0,0,8.05,18-29,S,0,24.0,24.0,8.05,2.2027647577118348,1,1,0,False,True,False,True,False,True,False,False,-0.38457922615994905,-0.7814711077429595,-0.7841792430073967,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,29.0,0,0,8.05,18-29,S,0,29.0,29.0,8.05,2.2027647577118348,1,1,0,False,True,False,True,False,True,False,False,0.008341743045442463,-0.7814711077429595,-0.7841792430073967,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,20.0,0,0,7.8542,18-29,S,0,20.0,20.0,7.8542,2.180891922715322,1,1,0,False,True,False,True,False,True,False,False,-0.6989160015242623,-0.7910362654711258,-0.806763380796033,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,46.0,1,0,61.175,45-59,S,1,46.0,46.0,61.175,4.1299529896894684,2,0,0,False,False,False,True,False,True,False,False,1.3442730383437738,1.8137740623736347,1.2056809915054134,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,male,26.0,1,2,20.575,18-29,S,0,26.0,26.0,20.575,3.0715352369694915,4,0,0,False,True,False,True,False,True,False,False,-0.22741083847779245,-0.16960389351782373,0.11284358066326507,0.4327933656785018,2.0089333664952354,1.299429290952638
0,male,59.0,0,0,7.25,45-59,S,0,59.0,57.75,7.25,2.1102132003465894,1,1,0,False,True,False,True,False,True,False,False,2.267637315976444,-0.8205524467753036,-0.8797405693934278,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,,0,0,8.05,,S,0,25.0,25.0,8.05,2.2027647577118348,1,1,0,False,True,False,True,False,True,False,False,-0.30599503231887076,-0.7814711077429595,-0.7841792430073967,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,71.0,0,0,34.6542,60+,C,1,71.0,57.75,34.6542,3.57386695198272,1,1,0,False,False,False,False,False,True,False,False,2.267637315976444,0.5181885921123986,0.6315110816648204,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,male,23.0,0,1,63.3583,18-29,C,1,23.0,23.0,63.3583,4.164465907853638,2,0,0,False,False,False,False,False,True,False,False,-0.4631634200010274,1.9204319217602805,1.241316266924983,-0.47454519624983954,0.7676298785983874,0.059159876663617626
1,female,34.0,0,1,23.0,30-44,S,0,34.0,34.0,23.0,3.1780538303479458,2,0,1,True,False,False,True,False,False,True,False,0.401262712250834,-0.051138584576030925,0.2228261499229997,-0.47454519624983954,0.7676298785983874,0.059159876663617626
0,male,34.0,1,0,26.0,30-44,S,0,34.0,34.0,26.0,3.295836866004329,2,0,0,True,False,False,True,False,True,False,False,0.401262712250834,0.0954164367952591,0.3444394801955362,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,female,28.0,0,0,7.8958,18-29,S,0,28.0,28.0,7.8958,2.1855792552411137,1,1,1,False,True,False,True,True,False,False,False,-0.07024245079563585,-0.7890040358414437,-0.8019236166026618,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,,0,0,7.8958,,S,0,25.0,25.0,7.8958,2.1855792552411137,1,1,0,False,True,False,True,False,True,False,False,-0.30599503231887076,-0.7890040358414437,-0.8019236166026618,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,21.0,0,1,77.2875,18-29,S,1,21.0,21.0,65.6344,4.360387947851531,2,0,0,False,False,False,True,False,True,False,False,-0.620331807683184,2.0316232164746784,1.443609675522841,-0.47454519624983954,0.7676298785983874,0.059159876663617626
0,male,33.0,0,0,8.6542,30-44,S,0,33.0,33.0,8.6542,2.267393053825037,1,1,0,False,True,False,True,False,True,False,False,0.3226785184097557,-0.7519549264387818,-0.7174492400289059,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,37.0,2,0,7.925,30-44,S,0,37.0,37.0,7.925,2.188856327665703,3,0,0,False,True,False,True,False,True,False,False,0.637015293774069,-0.7875775669667633,-0.798539974052802,1.340131927606843,-0.4736736092984604,0.6792945838081278
0,male,28.0,0,0,7.8958,18-29,S,0,28.0,28.0,7.8958,2.1855792552411137,1,1,0,False,True,False,True,False,True,False,False,-0.07024245079563585,-0.7890040358414437,-0.8019236166026618,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,21.0,0,0,7.65,18-29,S,0,21.0,21.0,7.65,2.157559320943788,1,1,1,False,True,False,True,True,False,False,False,-0.620331807683184,-0.8010117772591314,-0.830854756854953,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,male,,0,0,7.775,,S,0,25.0,25.0,7.775,2.1719067693519296,1,1,0,False,True,False,True,False,True,False,False,-0.30599503231887076,-0.7949053180353277,-0.8160407306065733,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,38.0,0,0,7.8958,30-44,S,0,38.0,38.0,7.8958,2.1855792552411137,1,1,0,False,True,False,True,False,True,False,False,0.7155994876151472,-0.7890040358414437,-0.8019236166026618,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,,1,0,24.15,,Q,0,21.5,21.5,24.15,3.224857896545748,2,0,1,False,True,True,False,True,False,False,False,-0.5810397107626448,0.005040840282963516,0.2711522804976662,0.4327933656785018,-0.4736736092984604,0.059159876663617626
